"";"OBJECTID";"GEMEINDE_ID";"dom.min";"dom.mean";"dom.sd";"dom.max";"n_outliers";"aspect.N";"aspect.NO";"aspect.O";"aspect.SO";"aspect.S";"aspect.SW";"aspect.W";"aspect.NW";"flat";"inclined";"eign.nicht";"eign.wenig_2040";"eign.wenig_2020";"eign.geeignet";"eign.gut";"eign.sehr_gut";"glo_eign.nicht";"glo_eign.wenig_2040";"glo_eign.wenig_2020";"glo_eign.geeignet";"glo_eign.gut";"glo_eign.sehr_gut";"ertrag_PV";"ertrag_ST"
"3425";2313939;50101;423,204284667969;434,194618879046;1,20645539111689;436,933197021484;2;65,3665616232916;81,2704636569846;47,4090191615473;82,368103649558;35,4567112442644;25,6385709415671;42,3071791958669;35,6054624409143;4,0439228617037;411,37814905229;67,1955535908819;39,4653586360421;79,5634559012103;75,3118720567487;88,5021659813799;65,3836657477314;30783,0138179904;25493,913581849;62461,1023487965;68703,2857384119;95312,4091994092;78874,7854128194;239,20810479101;516,612157284681
"3426";2313940;50101;432,017761230469;440,709663688362;6,99948731215453;452,197998046875;0;1,0957995792381;10,6248939183078;1,00028379716442;5,68493490066176;58,1446661755625;92,6150095141377;59,5209289934821;40,8255729997295;13,031353563524;256,48073631476;48,322360544566;27,0406499869851;43,1301785634197;58,7907224132074;54,7348061874561;37,4933721826495;22072,2062415524;17127,95890459;33898,99425526;52651,8655374546;57906,3747139564;44844,124849724;549,264943175177;1187,02090650669
"3427";2313941;50101;430,397125244141;436,051910998775;4,43131392933494;444,309997558594;0;1,29420553262894;NA;NA;5,54000323929259;19,2997045660718;32,1516438650893;65,5813210299647;15,440698307765;NA;139,307576540812;34,2042827388312;28,8471500047129;34,9111822679845;13,8368904497235;23,6200452401054;3,88802583945485;13918,3020823132;18525,6570403862;26436,7615021843;12689,9919428772;24738,9142391398;4837,77493408966;365,519760128526;793,312954831296
"3428";2313942;50101;435,283142089844;440,519083910028;1,46850703621249;443,279449462891;1;27,1202501650209;57,9694876999081;34,0812912751014;80,233775609711;19,62026267623;72,0830984702991;23,9266771362712;81,0259507106047;5,03888194567158;391,021911797475;51,6494848647574;64,8933583836904;62,1974336904343;55,8536313803238;99,3452151033556;62,1216703205849;23695,9346294923;41712,942705198;47821,6093223196;51680,1637290544;107752,621459143;76825,4268441761;266,466850435182;575,29003899487
"3429";2313943;50101;433,727752685547;435,610777791341;0,912537131227914;437,375183105469;0;NA;7,30669694490965;6,32106576906507;8,96148546254532;1,05882356782197;14,7075487866358;1,02932157296837;1,5295397591795;NA;40,9144818631257;1,5295397591795;5,23240468987038;17,9841144928346;10,8038342272025;5,36458869403872;NA;628,33493307094;3346,99980704465;14295,3914878263;9993,37000160336;5474,09951972618;NA;208,004464522802;449,842609990286
"3430";2313944;50101;430,511383056641;430,997123718262;1,09829923754178;434,153015136719;5;1,00002518834954;1,00000346917057;1,01118891387483;NA;NA;12,4005140730115;11,8235599767908;8,07928068628764;13,0172817526419;22,2972905548429;4,82470925598689;19,0416679775454;9,27572264759037;2,17247242636216;NA;NA;2554,59787541075;12319,7464751696;6966,72316019646;1876,14718740636;NA;NA;181,688030459756;395,286911636387
"3431";2313945;50101;435,933135986328;438,557612101237;1,28306960667429;442,760772705078;1;18,7563477027075;26,9969297819591;14,8089164749402;23,3684548897579;17,1690862997934;50,3608483520045;16,0395830544351;20,4281684218787;3,00979549398253;184,918539483494;6,33272549061447;28,9325665544038;29,7806652820216;20,2531592318169;37,0087365513966;65,6204818672234;2785,18456663688;18645,0162613632;22648,6732106068;18693,7033338465;40521,1200337639;81674,2241174773;238,586769936102;513,799782010263
"3432";2314033;50101;426,793670654297;439,925707570901;1,43073085334077;441,916961669922;97;174,597631786796;184,178561421316;62,3620718758619;46,1046345148973;179,315330441618;78,3486956626514;50,1898297287684;54,7412738427727;208,38367991514;621,454349359542;158,884753991841;52,0682368764325;88,6825370409564;105,190061529562;128,180957920826;296,831481915063;58754,1156017478;33171,9201334862;68727,8570650898;97936,534499302;138490,96015723;365073,575238362;306,601704305543;661,305824464397
"3433";2314037;50101;429,013580322266;431,273477365305;0,761438863411572;433,349884033203;0;8,90398251108519;19,7431595809259;12,2315530337183;33,7643068610306;5,55627201272991;18,1670990697965;13,6571357523832;17,7842505556628;NA;129,807759377332;NA;4,9290619691831;21,8218665176954;30,1768390457499;15,5317885709029;57,3482032738011;NA;3382,82450164333;17216,362452341;27310,9095358372;16931,8758204977;71111,5487114674;227,798584918608;489,922598276709
"3434";2314038;50101;431,305358886719;433,001270518583;0,956520026463922;435,075988769531;0;10,2101747589889;NA;NA;30,7233975853389;9,7801727511449;5,3209154937884;5,4569269981871;36,7473569371345;2,0081124842133;96,2308320403694;10,3307574030846;28,3512334543082;3,85012166914689;4,63321807469159;12,2267849761348;38,8468289472166;5390,84512281638;17704,4409605439;2894,96436265681;4056,58293706657;13221,2973986686;48199,7135708785;249,534101893356;538,046143250769
