"";"OBJECTID";"GEMEINDE_ID";"dom.min";"dom.mean";"dom.sd";"dom.max";"n_outliers";"aspect.N";"aspect.NO";"aspect.O";"aspect.SO";"aspect.S";"aspect.NW";"aspect.SW";"aspect.W";"flat";"inclined";"eign.wenig_2040";"eign.wenig_2020";"eign.geeignet";"eign.gut";"eign.sehr_gut";"eign.nicht";"glo_eign.wenig_2040";"glo_eign.wenig_2020";"glo_eign.geeignet";"glo_eign.gut";"glo_eign.sehr_gut";"glo_eign.nicht";"glo_rooftype_0";"glo_rooftype_1";"ertrag_PV";"ertrag_ST"
"1";1842122;"20403";1665,69763183594;1667,75367392263;1,05951837572582;1670,65417480469;2;2,65552817465533;13,2109910789574;7,25947477425131;8,36167602177884;8,20054345181469;1,01482335144287;NA;NA;4,02975522437367;36,6732816285268;5,67414261468082;8,88688443787141;2,23938201458148;13,0900279255456;10,8125998602212;NA;3670,83480142308;6932,37152251379;1992,6841444198;14095,1442650337;13359,4829735398;NA;4507,10828127785;35543,4094256523;239,96957949413;516,780873637808
"2";1842159;"20403";1663,56091308594;1669,77100759582;1,98396323575197;1673,294921875;0;87,4994493566604;47,3676906906708;110,053818266831;15,813394888067;85,5637485101128;29,4407753964315;13,7767149721089;59,5898601757202;13,1035944026274;436,001857853974;58,5903723006393;29,3307722467534;54,9898463524329;99,4192591167105;174,237733823446;32,5374684166203;36952,3082802928;22793,4841375154;51281,3651211566;106873,863603686;236145,859223489;15003,0175197332;17242,5719191608;451807,325966712;265,143913791285;570,273432080088
"3";2375902;"20403";1662,13696289062;1663,328960891;0,566035202222873;1664,47277832031;0;13,4141020416877;35,5271145248834;40,6216186409017;3,02532400466728;NA;8,37903711927419;1,01963945340775;7,36826066012068;30,243367591021;79,1117288539216;NA;10,6957298627493;70,1384705236653;26,500349788015;2,02054627051308;NA;NA;8690,06881226525;64365,9052642422;28080,1057939815;2354,84896674373;NA;30718,9134525959;72772,0153846367;182,913451978023;394,251157475172
