"";"OBJECTID";"GEMEINDE_ID";"dom.min";"dom.mean";"dom.sd";"dom.max";"n_outliers";"aspect.O";"aspect.SO";"aspect.S";"aspect.SW";"aspect.W";"aspect.NW";"aspect.N";"aspect.NO";"flat";"inclined";"eign.nicht";"eign.wenig_2040";"eign.wenig_2020";"eign.geeignet";"eign.gut";"eign.sehr_gut";"glo_eign.nicht";"glo_eign.wenig_2040";"glo_eign.wenig_2020";"glo_eign.geeignet";"glo_eign.gut";"glo_eign.sehr_gut";"glo_rooftype_0";"glo_rooftype_1";"ertrag_PV";"ertrag_ST"
"1";1699691;"20804";1461,60961914062;1464,19770476106;0,874210007600759;1465,83618164062;0;1,00053537647964;29,9303313806769;7,37852798947452;9,51691401200768;5,79354721325375;46,1895983312628;NA;NA;5,01750148409905;94,7919528190562;22,3009793044936;14,2696137375185;30,5789440410958;25,4571285578146;4,70438707303611;2,49840158919656;10764,2906957244;9094,64596405987;23969,4395069614;23178,8857963469;4881,52085421173;2933,00817171617;4552,25986518993;70269,5311238305;179,254893477119;388,684628514392
"2";2821501;"20804";1273,86499023438;1275,31818217616;0,714722422490845;1276,40563964844;0;1,02298264187129;2,11256908074537;8,05948106111089;9,82353723737082;2,80563781795;3,84498027013268;6,51274739197766;6,44777944254209;NA;40,6297149437008;8,42006328518981;2,87146975759212;7,13814838511298;6,30589824669455;15,8941352691113;NA;3846,71640032048;1645,66576796221;5500,40880534723;6027,34441107738;16880,8108429758;NA;NA;33900,9462276831;202,327776750728;437,431564228169
