"";"OBJECTID";"GEMEINDE_ID";"dom_min";"dom_mean";"dom_sd";"dom_max";"n_outliers";"a_total";"a_aspect_N";"a_aspect_NO";"a_aspect_O";"a_aspect_SO";"a_aspect_S";"a_aspect_SW";"a_aspect_W";"a_aspect_NW";"a_flat";"a_inclined";"a_nicht";"a_wenig_2020";"a_wenig_2040";"a_geeignet";"a_gut";"a_sehr_gut";"a_ausgezeichnet";"glo_total";"glo_flat";"glo_inclined";"ertrag_PV";"ertrag_ST"
"1522";2693339;"61760";385,816223144531;388,749906778336;0,743756987617595;389,880523681641;1;153,176091781716;0;1,00067575412459;63,0738487201905;6,09328498400383;1,39679651706618;3,90328192793364;77,7082038783969;0;8,03697290897794;145,139118872738;0;0;0;28,7774381631607;84,357310991534;34,3256492628258;5,71569336419506;166737,50662937;9724,53047965569;157012,976149714;39344,7881798824;58710,7862592165
"1523";2693629;"61760";388,937713623047;391,41204155816;0,73665318651803;392,177368164062;1;22,7565671489012;0;1,01174407095595;0;7,57621015306877;4,81850813008986;6,23407271981301;1,02862661324624;2,08740546172741;2,01243358610596;20,7441335627953;0;3,16897092592716;2,10310350130291;10,9707334327428;6,51375928892832;0;0;20918,6507744608;1975,97042520138;18942,6803492594;4892,06010624836;7299,04931813341
"1524";2693654;"61760";384,653137207031;387,570615563026;1,36502385712383;389,388397216797;0;143,842921164986;0;4,33541664103132;49,0459763901616;3,31805977780907;0;7,64711765326389;74,5000063996368;4,99634430308292;10,0583910944807;133,784530070505;0;1,33092798009878;1,37403975196119;11,9464765505392;68,6463674723586;58,4440286796079;2,10108073041997;162117,781657142;11604,0013820511;150513,780275091;38128,7358719199;56893,4803572284
"1525";2693671;"61760";378,383880615234;379,990976969401;0,736843147197058;380,780059814453;1;13,0605858034225;0;5,7980751019328;1,01898568099282;6,24352502049692;0;0;0;0;0;13,0605858034225;2,64976997925299;1,50277704677702;1,64552807590278;1,82946892882945;3,07592674704404;2,35711502561625;0;10536,3121604055;0;10536,3121604055;2465,53850144676;3678,6641527135
"1526";2807943;"61701";372,922882080078;374,961527930366;1,01188443824185;376,7568359375;0;97,0895685510858;0;30,2408791598453;7,2386354045243;10,6049732337829;8,50179607648345;18,646443755235;8,90980547671231;12,9470354445025;3,00411224587802;94,0854563052078;0;29,2802577073242;5,4844149244607;11,8187018912619;4,89880884322186;24,2031180003925;21,4042671844247;101758,51783719;3818,92427504439;97939,5935621459;24150,704419944;36040,9590013765
"1527";2807964;"61701";382,341186523438;383,832624647352;0,538269487249998;384,496520996094;0;21,489701107996;0;1,00702054408418;0;0;2,61566761358484;15,3461525527846;2,52086039754242;0;3,01831838246388;18,4713827255321;0;0;0;0;1,67829754680066;10,5619039614445;9,24949959975086;27494,6368198006;3732,44991484086;23762,1869049597;6558,41497013747;9788,06003629452
"1528";2807984;"61701";354,702514648438;356,009249173678;1,38661656296803;358,872436523438;0;20,4069041998918;0;1,02186293555223;1,00936579074512;6,11273397542613;9,31597284458781;2,94696865358055;0;0;2,00957015942746;18,3973340404644;0;2,03122872629734;0;5,95810043430959;1,36398957128623;9,3787140640374;1,67487140396126;22349,3634115673;1729,16382403162;20620,1995875357;5368,13768849115;8012,42405127822
"1529";2808004;"61701";376,900634765625;377,467814854213;0,397488852015645;378,257873535156;0;16,8454211877259;0;16,8454211877259;0;0;0;0;0;0;0;16,8454211877259;1,26125441532906;1,15412028590909;14,4300464864878;0;0;0;0;10241,3964342016;0;10241,3964342016;2277,27185642668;3395,18855034529
"1530";2808005;"61701";376,323669433594;378,105183919271;0,44886051919396;378,661956787109;6;27,1577049184758;0;1,04607499793469;3,07903388241754;1,05695130847426;5,64591940066411;8,27054786562935;0;8,05917746335583;7,00300895300992;20,1546959654659;0;0;0;0;3,12773452801895;12,0368036354706;11,9931667549863;34764,6073588772;8874,92189315402;25889,6854657231;8264,38350473947;12333,523885335
"1531";2808013;"61701";373,779266357422;375,147590128581;0,695865571119243;376,364196777344;0;106,610645119542;0;41,038439560412;2,31618841702146;0;7,56161873106474;43,3438405324418;10,3341413068124;2,01641657178966;5,03632382586555;101,574321293676;0;0;0;2,33836501879891;34,5800319267953;53,4514721272004;16,2407760467473;127281,720582478;6466,11977174635;120815,600810731;30209,5579955998;45082,8312404678
"1532";2808016;"61701";435,890716552734;437,772279072583;0,717602766707774;438,746032714844;0;135,230718049632;0;4,07729718384843;59,4151137133265;1,30302046321787;1,61882187615745;3,27557495509159;65,5408898579901;0;9,03746962771942;126,193248421913;0;0;0;0;49,5157728965887;79,4307623002009;6,28418285284227;160853,852453127;11182,1384162036;149671,714036923;37967,4052116223;56655,6731535085
"1533";2808020;"61701";397,253845214844;398,551349873445;0,60577350111354;400,27978515625;0;109,611264505138;0;15,6865215758126;17,0481795479211;2,22212327055432;7,14475620792906;43,1721377257331;23,3224759487791;1,01507022840832;5,03478263677433;104,576481868363;0;0;0;18,2556615511795;70,2704803957914;21,0851225581668;0;118996,723411829;5617,96796644021;113378,755445389;27928,4837125574;41671,9998113772
"1534";2808037;"61701";446,965301513672;449,193681989397;1,04160917680835;450,619140625;0;28,5523711599351;0;11,7753048837825;5,28127365363168;3,4280494931616;2,22798638419737;0;2,80627477018309;3,03348197497887;1,00234682416872;27,5500243357664;10,756258765486;3,74863886301181;1,82703728709854;3,45598403195329;4,14444545036719;4,62000676201828;0;21099,8454202839;1106,49065919985;19993,354761084;4869,85382949994;7264,52149157745
"1535";2808055;"61701";378,402984619141;379,433561919838;0,470534085745034;380,153656005859;0;106,087011005484;0;2,02562571920273;1,02974930692253;65,0654528054408;5,64354303474607;5,92947730947268;3,18946136599959;23,2037014636999;12,0675555834179;94,0194554220665;0;0;0;5,55531634920269;14,6789612331513;30,065495887207;55,7872375359233;134099,836693391;13989,8819153051;120109,954778086;31869,1476181052;47560,3781884484
"1536";2808064;"61701";366,466125488281;368,440478134155;0,836840637649526;369,679504394531;0;105,346267161297;0;2,2504787759637;1,21492373066752;34,2605755774185;1,1882336615334;3,40382653630034;4,56435653524307;58,4638723441709;3,00279952329454;102,343467638003;0;38,9751168078923;6,62660023695927;15,1740137633031;22,8866325930067;20,4956700986026;1,1882336615334;100547,130336664;3624,98734312893;96922,142993535;23662,0828273106;35307,4888324273
