"";"OBJECTID";"GEMEINDE_ID";"dom.min";"dom.mean";"dom.sd";"dom.max";"n_outliers";"aspect.O";"aspect.SO";"aspect.S";"aspect.SW";"aspect.W";"aspect.NW";"flat";"inclined";"eign.gut";"eign.sehr_gut";"glo_eign.gut";"glo_eign.sehr_gut";"glo_rooftype_0";"glo_rooftype_1";"ertrag_PV";"ertrag_ST"
"1";1699590;"20804";1491,0341796875;1492,75541469029;0,737434954847727;1493,50048828125;0;16,2126869770953;1,11503683836022;1,07903199813116;2,0925144531063;4,22347465910811;1,03435468408854;2,02617984172909;23,7309197681605;NA;13,194719450666;NA;16415,7106209474;2500,2530182233;27798,875190227;NA;NA
